Model,Image,Has_Lesion,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice006.png,1,318,386,0.8295454533671229
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice008.png,1,410,407,0.8861689095640527
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice009.png,1,417,438,0.8912280691330666
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice010.png,1,459,572,0.7740058188418953
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice011.png,1,687,650,0.8242333576482921
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice012.png,1,669,631,0.7892307686236686
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice014.png,1,723,527,0.719999999424
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice020.png,1,599,766,0.7838827833085107
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice022.png,1,718,635,0.8736141900416746
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice023.png,1,680,701,0.722664735175478
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice024.png,1,973,810,0.8098710034717492
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice025.png,1,847,868,0.8139941686215777
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice026.png,1,1126,1184,0.8233766230201833
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice028.png,1,926,946,0.8568376063798944
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice029.png,1,809,1020,0.7960634222000746
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice030.png,1,1014,970,0.84072580602786
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice031.png,1,1177,937,0.7511825918868579
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice033.png,1,660,978,0.6105006101278995
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice034.png,1,903,1041,0.7160493823477112
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice035.png,1,813,787,0.7237499995476562
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice036.png,1,888,639,0.7256057624586734
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice037.png,1,564,645,0.7758478074641456
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice039.png,1,765,692,0.8853809190903356
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice041.png,1,875,676,0.8110896190773116
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice042.png,1,620,642,0.8874801894710933
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice043.png,1,1122,1080,0.8346957307744343
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice046.png,1,1270,1286,0.8450704222045891
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice047.png,1,1131,1066,0.8347746923828974
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice049.png,1,713,634,0.8270230134914454
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice050.png,1,995,989,0.8256048382935459
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice051.png,1,1931,1498,0.762904636697899
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice052.png,1,1201,1070,0.7415235575774886
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice053.png,1,2046,1735,0.835228775235327
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice054.png,1,1285,1498,0.7912324826477786
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice055.png,1,1577,1457,0.8523401447421424
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice056.png,1,2077,1625,0.7660723930939837
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice057.png,1,1844,1764,0.8470066516499427
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice058.png,1,2592,2329,0.8595813857224992
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice059.png,1,3294,2913,0.8361527306531089
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice060.png,1,2278,2363,0.8118939881896371
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice061.png,1,2375,2165,0.8497797354956431
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice062.png,1,2746,2482,0.8573068093233919
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice064.png,1,3128,3221,0.8788785634148876
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice065.png,1,3637,3158,0.8711674527017736
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice067.png,1,2012,2443,0.8143658808497495
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice068.png,1,2993,2944,0.8916596460165696
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice069.png,1,3003,2964,0.8181665827353499
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice070.png,1,1792,1705,0.8687446380129412
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice072.png,1,1756,1819,0.8766433563981417
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice074.png,1,1585,1517,0.8671824626475879
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice075.png,1,1679,1612,0.8653904585641475
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice076.png,1,967,920,0.802331743083025
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice079.png,1,759,659,0.8152327215689472
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice081.png,1,861,814,0.8382089547234572
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice082.png,1,701,648,0.8317272047207359
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice083.png,1,414,451,0.7976878603494938
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice084.png,1,514,480,0.8169014076288719
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice085.png,1,470,499,0.8214654274288282
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice086.png,1,237,249,0.8312757184541651
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice087.png,1,262,213,0.7915789457019391
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice088.png,1,262,235,0.7766599581958552
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice089.png,1,255,236,0.8146639494609695
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice090.png,1,212,229,0.8951048930184036
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice092.png,1,26,26,0.8461538298816571
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice093.png,1,76,61,0.8467153222867495
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice100.png,0,0,0,
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice107.png,1,25,27,0.9230769053254442
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice108.png,1,25,22,0.8936170022634681
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice112.png,0,0,0,
Attention U-Net,RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice121.png,0,0,0,
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice008.png,0,0,0,
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice015.png,0,0,0,
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice025.png,1,65,48,0.743362825279975
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice026.png,1,80,65,0.8413793045422117
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice028.png,1,108,111,0.8837209261222283
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice029.png,1,153,156,0.9126213562698338
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice030.png,1,254,258,0.9063054787380525
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice031.png,1,299,270,0.8629420861034326
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice032.png,1,553,579,0.9379902449249466
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice033.png,1,844,837,0.9265457448891566
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice034.png,1,1023,1047,0.941459206624756
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice035.png,1,1269,1273,0.9331945802296499
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice037.png,1,1670,1744,0.937692476671576
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice038.png,1,2073,2101,0.9627068627902011
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice039.png,1,2391,2372,0.9596818933506515
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice040.png,1,2661,2622,0.9227431052115482
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice041.png,1,3154,2891,0.9015587211135265
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice043.png,1,3305,3508,0.9285683265158426
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice044.png,1,3777,3937,0.9448294828752413
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice045.png,1,4373,4232,0.9314099417394045
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice046.png,1,4357,4511,0.9531041976135752
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice047.png,1,4700,4734,0.9457633125539862
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice048.png,1,5095,5112,0.9552137134674478
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice051.png,1,5273,5434,0.9458445454055416
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice054.png,1,5909,6193,0.9288148666591377
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice057.png,1,6553,6601,0.9493995037550997
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice058.png,1,6895,6915,0.9489903842654133
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice059.png,1,7061,7077,0.9379645181659311
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice060.png,1,7236,7214,0.9355707461655286
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice061.png,1,7122,7168,0.9110163405772229
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice062.png,1,7594,7357,0.945724174949198
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice065.png,1,7460,7580,0.945802478170906
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice067.png,1,7741,7540,0.9580454863466333
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice068.png,1,7419,7468,0.9587330364201031
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice069.png,1,7474,7561,0.9658263579941406
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice070.png,1,7365,7496,0.9582718356300224
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice071.png,1,7777,7744,0.9575624508419409
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice073.png,1,7358,7372,0.9356552752940455
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice075.png,1,7173,7257,0.9660506737879897
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice076.png,1,7433,7364,0.9590721746331161
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice077.png,1,7051,7166,0.9574723257590083
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice080.png,1,6900,6892,0.9568966469783449
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice081.png,1,7093,7090,0.9620528144439331
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice083.png,1,7542,7138,0.9430264439064524
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice085.png,1,7255,6919,0.9412005954027662
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice086.png,1,6877,6616,0.9615488963556629
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice089.png,1,6632,6466,0.9651025522234727
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice090.png,1,6256,6390,0.9612058652808575
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice093.png,1,5715,5687,0.9621992060468336
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice094.png,1,5770,5810,0.9626115815440159
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice095.png,1,5815,5758,0.9620108692897231
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice096.png,1,5689,5506,0.9520059950517727
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice098.png,1,5353,5278,0.9642819644985042
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice102.png,1,4560,4540,0.9569017213809027
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice104.png,1,4119,4028,0.9654288267434004
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice106.png,1,3503,3435,0.958570859488155
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice107.png,1,3026,3034,0.9514299651623156
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice108.png,1,2684,2685,0.9623481111425751
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice109.png,1,2413,2349,0.954320026368277
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice114.png,1,1169,1099,0.9320987650211205
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice116.png,1,997,1014,0.9537543505948511
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice118.png,1,732,715,0.9315825840141101
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice119.png,1,587,624,0.9215524352423183
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice122.png,1,202,209,0.8759124066279503
Attention U-Net,RET_Cirrus_644b104a47cf811b3828eb4655284991_slice123.png,1,70,98,0.7619047573696146
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice001.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice008.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice017.png,0,0,11,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice037.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice039.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice046.png,1,10,14,0.8333332986111125
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice048.png,1,12,11,0.8695651795841226
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice049.png,1,33,48,0.7160493738759337
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice051.png,1,24,29,0.7547169668921327
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice052.png,1,18,19,0.6486486311176046
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice053.png,1,127,112,0.7949790761716357
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice054.png,1,119,106,0.8355555518419754
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice057.png,1,182,155,0.8011869412427687
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice058.png,1,200,237,0.8512585792877378
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice059.png,1,275,288,0.8703374762516208
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice060.png,1,270,260,0.8981132058526166
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice062.png,1,333,339,0.9017857129437713
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice063.png,1,285,276,0.8983957203237153
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice064.png,1,507,495,0.932135727612639
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice065.png,1,406,385,0.9203539811373528
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice066.png,1,492,455,0.8891235471075781
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice067.png,1,478,486,0.9128630695924657
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice068.png,1,502,489,0.9202825419573335
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice069.png,1,617,569,0.9139966265480635
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice070.png,1,623,628,0.9208633086164162
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice071.png,1,432,459,0.886644218982442
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice072.png,1,369,378,0.8728246306923365
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice073.png,1,264,276,0.8555555539711934
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice075.png,1,215,238,0.8211920511673465
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice076.png,1,289,263,0.8949275346106386
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice077.png,1,212,211,0.9030732839170844
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice078.png,1,202,218,0.8714285693537415
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice079.png,1,181,179,0.8944444419598766
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice080.png,1,160,144,0.88815789181527
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice081.png,1,106,99,0.7707317035574064
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice082.png,1,40,47,0.7586206809353945
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice083.png,1,24,31,0.7636363497520664
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice086.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice087.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice111.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice112.png,0,0,0,
Attention U-Net,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice125.png,0,0,0,
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice000.png,0,0,0,
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice005.png,0,0,0,
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice010.png,0,0,0,
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice026.png,0,0,0,
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice054.png,1,56,55,0.9549549463517573
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice057.png,1,233,232,0.7827956972412996
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice058.png,1,48,64,0.7678571360012756
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice061.png,1,60,59,0.8907562950356614
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice063.png,1,77,46,0.6666666612466126
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice064.png,1,104,136,0.7999999966666667
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice065.png,1,150,176,0.6993865009221273
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice066.png,1,250,226,0.8506493465776178
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice069.png,1,203,171,0.8502673774057022
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice070.png,1,275,240,0.8402693246478437
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice071.png,1,278,252,0.8257805986863823
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice072.png,1,278,239,0.8186104144196531
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice073.png,1,390,381,0.8037462416344516
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice074.png,1,211,215,0.8475452174482035
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice075.png,1,197,250,0.7570621447540617
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice076.png,1,337,205,0.6812569496629413
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice077.png,1,181,177,0.824829204132445
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice079.png,1,486,459,0.8503086362948437
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice080.png,1,397,425,0.7931873469669254
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice081.png,1,419,472,0.8148148139003201
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice082.png,1,393,401,0.8261964725110875
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice083.png,1,400,399,0.7984981216539447
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice084.png,1,207,355,0.6156583618938464
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice085.png,1,344,513,0.7374562418466089
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice086.png,1,365,423,0.8197969532743693
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice088.png,1,221,319,0.7962962948216735
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice089.png,1,164,146,0.6129032238293445
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice090.png,1,84,108,0.802083329155816
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice093.png,1,263,249,0.7851562484664917
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice104.png,0,0,0,
Attention U-Net,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice113.png,0,0,0,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice020.png,0,0,0,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice029.png,0,0,100,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice037.png,0,0,0,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice046.png,1,128,147,0.8666666634567901
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice047.png,1,118,128,0.8398268361912258
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice048.png,1,128,152,0.8769230735502959
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice049.png,1,86,107,0.8654970709620055
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice050.png,1,82,105,0.8734177159910271
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice051.png,1,199,214,0.7708333313259549
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice052.png,1,198,205,0.8746803046683368
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice053.png,1,140,150,0.8206896523424495
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice055.png,1,387,433,0.7341463405681142
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice057.png,1,246,299,0.7999999985321101
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice059.png,1,194,262,0.775784751623801
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice062.png,1,404,450,0.8992974228345464
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice063.png,1,412,466,0.906605921518672
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice064.png,1,353,443,0.8618090441434559
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice065.png,1,392,522,0.8118161916719735
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice068.png,1,392,461,0.886283703533079
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice069.png,1,443,401,0.869668245415085
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice070.png,1,344,378,0.8088642648076673
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice072.png,1,259,278,0.8007448774660244
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice073.png,1,127,134,0.8199233685060408
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice074.png,1,102,135,0.7848101232708433
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice075.png,0,0,105,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice093.png,0,0,103,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice097.png,0,0,18,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice120.png,0,0,0,
Attention U-Net,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice124.png,0,0,0,
Attention U-Net,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice025.png,0,0,0,
