Model,Image,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice,Has_Lesion
nnU-Net + CBAM-Decoder,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice086.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice087.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice111.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice112.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6a96f7c246314e625bacfb78d18ad09e_slice125.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice000.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice005.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice010.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice026.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice054.png,56,76,0.8333333270202021,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice057.png,233,269,0.7649402375200394,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice058.png,48,61,0.7889908184496255,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice061.png,60,57,0.9230769151873768,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice063.png,77,118,0.6153846122287969,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice064.png,104,120,0.8124999963727679,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice065.png,150,152,0.7483443683829657,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice066.png,250,234,0.8399638297818246,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice069.png,203,231,0.8709677399286457,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice070.png,275,268,0.8302600429308273,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice071.png,278,317,0.7949709835327547,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice072.png,278,293,0.8291362679294891,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice073.png,390,433,0.7953611209394833,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice074.png,211,242,0.895322937872332,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice075.png,197,232,0.7832167813911031,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice076.png,337,261,0.7107670140677097,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice077.png,181,211,0.8279942214152243,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice079.png,486,495,0.7966255204373734,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice080.png,397,462,0.8102444693710774,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice081.png,419,516,0.8106951862987217,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice082.png,393,453,0.7777777768584188,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice083.png,400,443,0.7995255032034099,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice084.png,207,365,0.6293706282703311,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice085.png,344,418,0.771653542294418,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice086.png,365,421,0.829516538384839,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice088.png,221,307,0.7878787863865933,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice089.png,164,111,0.6181818159338843,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice090.png,84,98,0.8241758196473856,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice093.png,263,279,0.8044280427962582,1
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice104.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_6af50661914d9c03417adbe6eb91ebae_slice113.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice020.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice029.png,0,7,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice037.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice046.png,128,120,0.8870967706165452,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice047.png,118,124,0.834710740352435,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice048.png,128,113,0.8879668012947436,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice049.png,86,88,0.8505747077553177,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice050.png,82,0,0.0,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice051.png,199,170,0.7611111089969136,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice052.png,198,193,0.8695652151673524,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice053.png,140,107,0.7449392682391123,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice055.png,387,313,0.7371428560897959,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice057.png,246,207,0.7814569519173136,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice059.png,194,196,0.8205128184089415,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice062.png,404,416,0.904878047676978,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice063.png,412,435,0.9279811087036823,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice064.png,353,345,0.8681948411630447,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice065.png,392,401,0.8423707429478301,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice068.png,392,453,0.8970414190567557,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice069.png,443,419,0.8886310894563444,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice070.png,344,385,0.8257887505819085,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice072.png,259,237,0.7499999984879032,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice073.png,127,117,0.8032786852324644,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice074.png,102,94,0.7551020369637651,1
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice075.png,0,206,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice093.png,0,34,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice097.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice120.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_70f44050a581f94509fd63bcbd797971_slice124.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice025.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice053.png,216,229,0.9258426945486681,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice054.png,456,463,0.9619151240893198,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice056.png,1124,1144,0.9629629625383762,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice057.png,1260,1318,0.9456943363282799,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice058.png,1672,1677,0.9340101520053717,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice059.png,1999,2018,0.9400049786059236,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice060.png,2078,2222,0.9460465114078961,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice061.png,2510,2602,0.9436619716463884,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice062.png,3026,3190,0.953024452871135,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice063.png,3448,3479,0.9438429333125677,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice065.png,2979,3057,0.9271040422585977,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice067.png,3191,3320,0.9261250190560397,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice068.png,2863,3000,0.9292171241805872,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice069.png,2734,2939,0.903225806292398,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice070.png,2828,3147,0.8947280333230581,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice071.png,2336,2547,0.8961703868736083,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice074.png,1495,1907,0.8124632566688821,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice075.png,1708,2287,0.7654568208346791,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice076.png,1368,1755,0.7979506881850943,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice078.png,1404,1598,0.8187874747439082,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice080.png,1201,1340,0.7941755211357043,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice081.png,1120,1283,0.808988763708286,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice083.png,883,1091,0.7852076997035422,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice084.png,676,827,0.7159015297964727,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice085.png,748,953,0.74779541402246,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice087.png,751,790,0.837118753512577,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice088.png,562,616,0.7775891334655439,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice089.png,501,570,0.8179271701046431,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice090.png,429,442,0.7807118245916053,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice091.png,482,520,0.8003992007980048,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice092.png,514,537,0.7973358698407841,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice093.png,527,613,0.7631578940674053,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice094.png,470,542,0.7687747027976535,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice095.png,475,569,0.7490421448763963,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice096.png,525,538,0.814675446082149,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice097.png,375,380,0.7099337738941275,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice098.png,304,444,0.6871657744823987,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice102.png,638,694,0.73873873818413,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice103.png,308,275,0.8027444240090147,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice105.png,401,313,0.7563025199491561,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice106.png,360,425,0.7159235659669764,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice107.png,383,335,0.7660167120250464,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice108.png,495,403,0.7438752775680676,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice109.png,598,605,0.8295926842646777,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice110.png,545,480,0.6751219505608566,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice111.png,439,441,0.665909090152376,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice112.png,505,614,0.7345844497456796,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice113.png,520,492,0.7529644261334344,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice117.png,225,224,0.7037861899692958,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice118.png,318,271,0.7164685896155032,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice119.png,113,192,0.5442622932975006,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice120.png,126,141,0.7490636676065031,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice121.png,235,255,0.7469387739858392,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice122.png,267,276,0.8139963152596753,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice124.png,222,219,0.6213151913348862,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice125.png,196,148,0.7034883700479989,1
nnU-Net + CBAM-Decoder,RET_Cirrus_7291fbbae825c6a9230b8787ee7645d2_slice127.png,251,309,0.7714285700510204,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice000.png,0,11,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice007.png,88,96,0.934782603615312,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice008.png,61,49,0.6727272666115703,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice023.png,29,6,0.3428571330612248,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice024.png,20,35,0.6545454426446283,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice026.png,68,71,0.8920863245173646,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice027.png,18,10,0.64285711989796,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice028.png,76,58,0.8059701432390288,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice029.png,72,70,0.8450704165840112,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice030.png,78,74,0.8157894683171746,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice033.png,45,33,0.8205128099934256,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice036.png,70,61,0.8854961764465941,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice038.png,52,65,0.8376068304478049,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice039.png,89,66,0.7096774147762748,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice040.png,48,71,0.7731092372007627,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice041.png,17,68,0.3999999952941177,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice045.png,168,182,0.902857140277551,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice046.png,512,571,0.8698060933796803,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice048.png,1031,1076,0.8637873750053217,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice049.png,1214,1239,0.8805544227963497,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice050.png,1432,1522,0.8740690586072888,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice051.png,2154,2295,0.9049224542807546,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice052.png,2657,2831,0.9187317782582485,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice053.png,2831,3129,0.9023489931371897,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice054.png,3196,3365,0.9154092362573678,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice055.png,3383,3603,0.9146865157579893,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice057.png,3815,3991,0.905129729136995,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice059.png,4255,4373,0.9423929177986208,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice061.png,4610,4821,0.9461262277401017,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice062.png,3975,3985,0.939021122853758,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice063.png,3793,3982,0.9279770824977133,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice064.png,3990,4054,0.9139553706219508,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice066.png,3250,3354,0.9214026808617073,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice067.png,3783,3753,0.9239681442938363,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice070.png,3595,3770,0.8054118272303736,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice072.png,3073,3378,0.8758332040186276,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice074.png,2645,2701,0.879161990108649,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice075.png,2096,2422,0.8742806549636386,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice077.png,2090,1980,0.8899262897076349,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice078.png,2021,2086,0.8926223518644698,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice079.png,1315,1414,0.8574569436213056,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice082.png,782,808,0.7886792447869941,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice084.png,581,557,0.8646748674299869,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice085.png,497,516,0.8094768007803783,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice086.png,401,398,0.8986232779741886,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice088.png,287,298,0.8410256395879904,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice089.png,297,295,0.790540539205168,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice090.png,238,241,0.847599163157413,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice091.png,96,93,0.7936507894515832,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice092.png,125,72,0.639593905382772,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice094.png,19,20,0.9230768994082847,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice095.png,27,20,0.8510638116794934,1
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice114.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice116.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_80293194ec21abbfd3da95f83cdbd5ab_slice118.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice034.png,0,0,,0
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice050.png,27,38,0.799999987692308,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice051.png,93,121,0.7663551366058171,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice052.png,331,324,0.7755725178998892,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice053.png,409,450,0.8614668208830422,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice055.png,845,926,0.8379446635584727,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice056.png,1100,1222,0.8363479755226754,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice057.png,987,1172,0.8550254743608035,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice058.png,1391,1478,0.8581535754861573,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice059.png,1650,1677,0.9028922689637214,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice060.png,1714,1920,0.8898458535127334,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice061.png,1647,1766,0.9050097028064537,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice063.png,2344,2550,0.8494778587191865,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice064.png,2822,3078,0.8956700969062055,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice066.png,2436,2590,0.9058418950516409,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice068.png,2088,2467,0.8882785532464366,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice070.png,2545,2513,0.8790777120235089,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice071.png,2278,2348,0.8815869953059698,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice072.png,1522,1848,0.8572949206910667,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice074.png,1509,1665,0.8558665471719259,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice075.png,1694,1818,0.8466481356419796,1
nnU-Net + CBAM-Decoder,RET_Cirrus_8248fbc73c9381d0bf3e909c7d732f84_slice078.png,865,884,0.824471125886523,1
